norm_group,score,raw,ss,CI90,CI95,percentile,desc_range,risk
age,eddiq,702,82,79 - 85,78 - 86,12,Below Average,High Probability of Dyslexia
age,eddiq,703,82,79 - 85,78 - 86,12,Below Average,High Probability of Dyslexia
age,eddiq,704,82,79 - 85,78 - 86,12,Below Average,High Probability of Dyslexia
age,eddiq,705,82,79 - 85,78 - 86,12,Below Average,High Probability of Dyslexia
age,eddiq,706,82,79 - 85,78 - 86,12,Below Average,High Probability of Dyslexia
age,eddiq,707,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
age,eddiq,708,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
age,eddiq,709,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
age,eddiq,710,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
age,eddiq,711,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
age,eddiq,712,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
age,eddiq,713,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
age,eddiq,714,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
age,eddiq,715,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
age,eddiq,716,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
age,eddiq,717,84,81 - 87,80 - 88,14,Below Average,High Probability of Dyslexia
age,eddiq,718,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiq,719,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiq,720,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiq,721,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiq,722,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiq,723,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiq,724,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiq,725,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiq,726,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiq,727,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiq,728,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiq,729,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiq,730,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiq,731,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiq,732,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiq,733,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiq,734,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiq,735,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiq,736,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
age,eddiq,737,88,85 - 91,84 - 92,21,Below Average,High Probability of Dyslexia
age,eddiq,738,88,85 - 91,84 - 92,21,Below Average,High Probability of Dyslexia
age,eddiq,739,88,85 - 91,84 - 92,21,Below Average,High Probability of Dyslexia
age,eddiq,740,88,85 - 91,84 - 92,21,Below Average,High Probability of Dyslexia
age,eddiq,741,88,85 - 91,84 - 92,21,Below Average,High Probability of Dyslexia
age,eddiq,742,89,86 - 92,85 - 93,23,Below Average,High Probability of Dyslexia
age,eddiq,743,89,86 - 92,85 - 93,23,Below Average,High Probability of Dyslexia
age,eddiq,744,89,86 - 92,85 - 93,23,Below Average,High Probability of Dyslexia
age,eddiq,745,89,86 - 92,85 - 93,23,Below Average,High Probability of Dyslexia
age,eddiq,746,89,86 - 92,85 - 93,23,Below Average,High Probability of Dyslexia
age,eddiq,747,89,86 - 92,85 - 93,23,Below Average,High Probability of Dyslexia
age,eddiq,748,90,87 - 93,86 - 94,25,Average,Low to Moderate Probability of Dyslexia
age,eddiq,749,90,87 - 93,86 - 94,25,Average,Low to Moderate Probability of Dyslexia
age,eddiq,750,90,87 - 93,86 - 94,25,Average,Low to Moderate Probability of Dyslexia
age,eddiq,751,90,87 - 93,86 - 94,25,Average,Low to Moderate Probability of Dyslexia
age,eddiq,752,90,87 - 93,86 - 94,25,Average,Low to Moderate Probability of Dyslexia
age,eddiq,753,90,87 - 93,86 - 94,25,Average,Low to Moderate Probability of Dyslexia
age,eddiq,754,90,87 - 93,86 - 94,25,Average,Low to Moderate Probability of Dyslexia
age,eddiq,755,91,88 - 94,87 - 95,27,Average,Low to Moderate Probability of Dyslexia
age,eddiq,756,91,88 - 94,87 - 95,27,Average,Low to Moderate Probability of Dyslexia
age,eddiq,757,91,88 - 94,87 - 95,27,Average,Low to Moderate Probability of Dyslexia
age,eddiq,758,91,88 - 94,87 - 95,27,Average,Low to Moderate Probability of Dyslexia
age,eddiq,759,91,88 - 94,87 - 95,27,Average,Low to Moderate Probability of Dyslexia
age,eddiq,760,91,88 - 94,87 - 95,27,Average,Low to Moderate Probability of Dyslexia
age,eddiq,761,92,89 - 95,88 - 96,30,Average,Low to Moderate Probability of Dyslexia
age,eddiq,762,92,89 - 95,88 - 96,30,Average,Low to Moderate Probability of Dyslexia
age,eddiq,763,92,89 - 95,88 - 96,30,Average,Low to Moderate Probability of Dyslexia
age,eddiq,764,92,89 - 95,88 - 96,30,Average,Low to Moderate Probability of Dyslexia
age,eddiq,765,93,90 - 96,89 - 97,32,Average,Low to Moderate Probability of Dyslexia
age,eddiq,766,93,90 - 96,89 - 97,32,Average,Low to Moderate Probability of Dyslexia
age,eddiq,767,93,90 - 96,89 - 97,32,Average,Low to Moderate Probability of Dyslexia
age,eddiq,768,93,90 - 96,89 - 97,32,Average,Low to Moderate Probability of Dyslexia
age,eddiq,769,93,90 - 96,89 - 97,32,Average,Low to Moderate Probability of Dyslexia
age,eddiq,770,93,90 - 96,89 - 97,32,Average,Low to Moderate Probability of Dyslexia
age,eddiq,771,93,90 - 96,89 - 97,32,Average,Low to Moderate Probability of Dyslexia
age,eddiq,772,93,90 - 96,89 - 97,32,Average,Low to Moderate Probability of Dyslexia
age,eddiq,773,94,91 - 97,90 - 98,34,Average,Low to Moderate Probability of Dyslexia
age,eddiq,774,94,91 - 97,90 - 98,34,Average,Low to Moderate Probability of Dyslexia
age,eddiq,775,94,91 - 97,90 - 98,34,Average,Low to Moderate Probability of Dyslexia
age,eddiq,776,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
age,eddiq,777,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
age,eddiq,778,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
age,eddiq,779,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
age,eddiq,780,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
age,eddiq,781,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
age,eddiq,782,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
age,eddiq,783,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
age,eddiq,784,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
age,eddiq,785,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
age,eddiq,786,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
age,eddiq,787,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
age,eddiq,788,97,94 - 100,93 - 101,42,Average,Low to Moderate Probability of Dyslexia
age,eddiq,789,97,94 - 100,93 - 101,42,Average,Low to Moderate Probability of Dyslexia
age,eddiq,790,97,94 - 100,93 - 101,42,Average,Low to Moderate Probability of Dyslexia
age,eddiq,791,97,94 - 100,93 - 101,42,Average,Low to Moderate Probability of Dyslexia
age,eddiq,792,97,94 - 100,93 - 101,42,Average,Low to Moderate Probability of Dyslexia
age,eddiq,793,97,94 - 100,93 - 101,42,Average,Low to Moderate Probability of Dyslexia
age,eddiq,794,97,94 - 100,93 - 101,42,Average,Low to Moderate Probability of Dyslexia
age,eddiq,795,97,94 - 100,93 - 101,42,Average,Low to Moderate Probability of Dyslexia
age,eddiq,796,97,94 - 100,93 - 101,42,Average,Low to Moderate Probability of Dyslexia
age,eddiq,797,97,94 - 100,93 - 101,42,Average,Low to Moderate Probability of Dyslexia
age,eddiq,798,97,94 - 100,93 - 101,42,Average,Low to Moderate Probability of Dyslexia
age,eddiq,799,97,94 - 100,93 - 101,42,Average,Low to Moderate Probability of Dyslexia
age,eddiq,800,99,96 - 102,95 - 103,47,Average,Low to Moderate Probability of Dyslexia
age,eddiq,801,99,96 - 102,95 - 103,47,Average,Low to Moderate Probability of Dyslexia
age,eddiq,802,99,96 - 102,95 - 103,47,Average,Low to Moderate Probability of Dyslexia
age,eddiq,803,100,97 - 103,96 - 104,50,Average,Low to Moderate Probability of Dyslexia
age,eddiq,804,100,97 - 103,96 - 104,50,Average,Low to Moderate Probability of Dyslexia
age,eddiq,805,100,97 - 103,96 - 104,50,Average,Low to Moderate Probability of Dyslexia
age,eddiq,806,100,97 - 103,96 - 104,50,Average,Low to Moderate Probability of Dyslexia
age,eddiq,807,100,97 - 103,96 - 104,50,Average,Low to Moderate Probability of Dyslexia
age,eddiq,808,100,97 - 103,96 - 104,50,Average,Low to Moderate Probability of Dyslexia
age,eddiq,809,100,97 - 103,96 - 104,50,Average,Low to Moderate Probability of Dyslexia
age,eddiq,810,100,97 - 103,96 - 104,50,Average,Low to Moderate Probability of Dyslexia
age,eddiq,811,101,98 - 104,97 - 105,53,Average,Low to Moderate Probability of Dyslexia
age,eddiq,812,101,98 - 104,97 - 105,53,Average,Low to Moderate Probability of Dyslexia
age,eddiq,813,102,99 - 105,98 - 106,55,Average,Low to Moderate Probability of Dyslexia
age,eddiq,814,102,99 - 105,98 - 106,55,Average,Low to Moderate Probability of Dyslexia
age,eddiq,815,102,99 - 105,98 - 106,55,Average,Low to Moderate Probability of Dyslexia
age,eddiq,816,102,99 - 105,98 - 106,55,Average,Low to Moderate Probability of Dyslexia
age,eddiq,817,102,99 - 105,98 - 106,55,Average,Low to Moderate Probability of Dyslexia
age,eddiq,818,102,99 - 105,98 - 106,55,Average,Low to Moderate Probability of Dyslexia
age,eddiq,819,102,99 - 105,98 - 106,55,Average,Low to Moderate Probability of Dyslexia
age,eddiq,820,102,99 - 105,98 - 106,55,Average,Low to Moderate Probability of Dyslexia
age,eddiq,821,102,99 - 105,98 - 106,55,Average,Low to Moderate Probability of Dyslexia
age,eddiq,822,102,99 - 105,98 - 106,55,Average,Low to Moderate Probability of Dyslexia
age,eddiq,823,103,100 - 106,99 - 107,58,Average,Low to Moderate Probability of Dyslexia
age,eddiq,824,103,100 - 106,99 - 107,58,Average,Low to Moderate Probability of Dyslexia
age,eddiq,825,103,100 - 106,99 - 107,58,Average,Low to Moderate Probability of Dyslexia
age,eddiq,826,103,100 - 106,99 - 107,58,Average,Low to Moderate Probability of Dyslexia
age,eddiq,827,104,101 - 107,100 - 108,61,Average,Low to Moderate Probability of Dyslexia
age,eddiq,828,104,101 - 107,100 - 108,61,Average,Low to Moderate Probability of Dyslexia
age,eddiq,829,104,101 - 107,100 - 108,61,Average,Low to Moderate Probability of Dyslexia
age,eddiq,830,105,102 - 108,101 - 109,63,Average,Low to Moderate Probability of Dyslexia
age,eddiq,831,105,102 - 108,101 - 109,63,Average,Low to Moderate Probability of Dyslexia
age,eddiq,832,105,102 - 108,101 - 109,63,Average,Low to Moderate Probability of Dyslexia
age,eddiq,833,105,102 - 108,101 - 109,63,Average,Low to Moderate Probability of Dyslexia
age,eddiq,834,106,103 - 109,102 - 110,66,Average,Low to Moderate Probability of Dyslexia
age,eddiq,835,106,103 - 109,102 - 110,66,Average,Low to Moderate Probability of Dyslexia
age,eddiq,836,106,103 - 109,102 - 110,66,Average,Low to Moderate Probability of Dyslexia
age,eddiq,837,106,103 - 109,102 - 110,66,Average,Low to Moderate Probability of Dyslexia
age,eddiq,838,106,103 - 109,102 - 110,66,Average,Low to Moderate Probability of Dyslexia
age,eddiq,839,107,104 - 110,103 - 111,68,Average,Low to Moderate Probability of Dyslexia
age,eddiq,840,107,104 - 110,103 - 111,68,Average,Low to Moderate Probability of Dyslexia
age,eddiq,841,107,104 - 110,103 - 111,68,Average,Low to Moderate Probability of Dyslexia
age,eddiq,842,107,104 - 110,103 - 111,68,Average,Low to Moderate Probability of Dyslexia
age,eddiq,843,107,104 - 110,103 - 111,68,Average,Low to Moderate Probability of Dyslexia
age,eddiq,844,108,105 - 111,104 - 112,70,Average,Low to Moderate Probability of Dyslexia
age,eddiq,845,108,105 - 111,104 - 112,70,Average,Low to Moderate Probability of Dyslexia
age,eddiq,846,108,105 - 111,104 - 112,70,Average,Low to Moderate Probability of Dyslexia
age,eddiq,847,108,105 - 111,104 - 112,70,Average,Low to Moderate Probability of Dyslexia
age,eddiq,848,109,106 - 112,105 - 113,73,Average,Low to Moderate Probability of Dyslexia
age,eddiq,849,109,106 - 112,105 - 113,73,Average,Low to Moderate Probability of Dyslexia
age,eddiq,850,109,106 - 112,105 - 113,73,Average,Low to Moderate Probability of Dyslexia
age,eddiq,851,109,106 - 112,105 - 113,73,Average,Low to Moderate Probability of Dyslexia
age,eddiq,852,109,106 - 112,105 - 113,73,Average,Low to Moderate Probability of Dyslexia
age,eddiq,853,109,106 - 112,105 - 113,73,Average,Low to Moderate Probability of Dyslexia
age,eddiq,854,109,106 - 112,105 - 113,73,Average,Low to Moderate Probability of Dyslexia
age,eddiq,855,110,107 - 113,106 - 114,75,Above Average,Very Low Probability of Dyslexia
age,eddiq,856,110,107 - 113,106 - 114,75,Above Average,Very Low Probability of Dyslexia
age,eddiq,857,110,107 - 113,106 - 114,75,Above Average,Very Low Probability of Dyslexia
age,eddiq,858,111,108 - 114,107 - 115,77,Above Average,Very Low Probability of Dyslexia
age,eddiq,859,111,108 - 114,107 - 115,77,Above Average,Very Low Probability of Dyslexia
age,eddiq,860,111,108 - 114,107 - 115,77,Above Average,Very Low Probability of Dyslexia
age,eddiq,861,111,108 - 114,107 - 115,77,Above Average,Very Low Probability of Dyslexia
age,eddiq,862,111,108 - 114,107 - 115,77,Above Average,Very Low Probability of Dyslexia
age,eddiq,863,111,108 - 114,107 - 115,77,Above Average,Very Low Probability of Dyslexia
age,eddiq,864,111,108 - 114,107 - 115,77,Above Average,Very Low Probability of Dyslexia
age,eddiq,865,112,109 - 115,108 - 116,79,Above Average,Very Low Probability of Dyslexia
age,eddiq,866,112,109 - 115,108 - 116,79,Above Average,Very Low Probability of Dyslexia
age,eddiq,867,113,110 - 116,109 - 117,81,Above Average,Very Low Probability of Dyslexia
age,eddiq,868,113,110 - 116,109 - 117,81,Above Average,Very Low Probability of Dyslexia
age,eddiq,869,113,110 - 116,109 - 117,81,Above Average,Very Low Probability of Dyslexia
age,eddiq,870,113,110 - 116,109 - 117,81,Above Average,Very Low Probability of Dyslexia
age,eddiq,871,113,110 - 116,109 - 117,81,Above Average,Very Low Probability of Dyslexia
age,eddiq,872,114,111 - 117,110 - 118,82,Above Average,Very Low Probability of Dyslexia
age,eddiq,873,114,111 - 117,110 - 118,82,Above Average,Very Low Probability of Dyslexia
age,eddiq,874,114,111 - 117,110 - 118,82,Above Average,Very Low Probability of Dyslexia
age,eddiq,875,114,111 - 117,110 - 118,82,Above Average,Very Low Probability of Dyslexia
age,eddiq,876,114,111 - 117,110 - 118,82,Above Average,Very Low Probability of Dyslexia
age,eddiq,877,115,112 - 118,111 - 119,84,Above Average,Very Low Probability of Dyslexia
age,eddiq,878,115,112 - 118,111 - 119,84,Above Average,Very Low Probability of Dyslexia
age,eddiq,879,115,112 - 118,111 - 119,84,Above Average,Very Low Probability of Dyslexia
age,eddiq,880,115,112 - 118,111 - 119,84,Above Average,Very Low Probability of Dyslexia
age,eddiq,881,115,112 - 118,111 - 119,84,Above Average,Very Low Probability of Dyslexia
age,eddiq,882,115,112 - 118,111 - 119,84,Above Average,Very Low Probability of Dyslexia
age,eddiq,883,116,113 - 119,112 - 120,86,Above Average,Very Low Probability of Dyslexia
age,eddiq,884,116,113 - 119,112 - 120,86,Above Average,Very Low Probability of Dyslexia
age,eddiq,885,116,113 - 119,112 - 120,86,Above Average,Very Low Probability of Dyslexia
age,eddiq,886,117,114 - 120,113 - 121,87,Above Average,Very Low Probability of Dyslexia
age,eddiq,887,117,114 - 120,113 - 121,87,Above Average,Very Low Probability of Dyslexia
age,eddiq,888,117,114 - 120,113 - 121,87,Above Average,Very Low Probability of Dyslexia
age,eddiq,889,117,114 - 120,113 - 121,87,Above Average,Very Low Probability of Dyslexia
age,eddiq,890,117,114 - 120,113 - 121,87,Above Average,Very Low Probability of Dyslexia
age,eddiq,891,117,114 - 120,113 - 121,87,Above Average,Very Low Probability of Dyslexia
age,eddiq,892,117,114 - 120,113 - 121,87,Above Average,Very Low Probability of Dyslexia
age,eddiq,893,118,115 - 121,114 - 122,88,Above Average,Very Low Probability of Dyslexia
age,eddiq,894,118,115 - 121,114 - 122,88,Above Average,Very Low Probability of Dyslexia
age,eddiq,895,118,115 - 121,114 - 122,88,Above Average,Very Low Probability of Dyslexia
age,eddiq,896,119,116 - 122,115 - 123,90,Above Average,Very Low Probability of Dyslexia
age,eddiq,897,119,116 - 122,115 - 123,90,Above Average,Very Low Probability of Dyslexia
age,eddiq,898,119,116 - 122,115 - 123,90,Above Average,Very Low Probability of Dyslexia
age,eddiq,899,119,116 - 122,115 - 123,90,Above Average,Very Low Probability of Dyslexia
age,eddiq,900,119,116 - 122,115 - 123,90,Above Average,Very Low Probability of Dyslexia
age,eddiq,901,119,116 - 122,115 - 123,90,Above Average,Very Low Probability of Dyslexia
age,eddiq,902,119,116 - 122,115 - 123,90,Above Average,Very Low Probability of Dyslexia
age,eddiq,903,119,116 - 122,115 - 123,90,Above Average,Very Low Probability of Dyslexia
age,eddiq,904,119,116 - 122,115 - 123,90,Above Average,Very Low Probability of Dyslexia
age,eddiq,905,119,116 - 122,115 - 123,90,Above Average,Very Low Probability of Dyslexia
age,eddiq,906,121,118 - 124,117 - 125,92,Well Above Average,Extremely Low Probability of Dyslexia
age,eddiq,907,121,118 - 124,117 - 125,92,Well Above Average,Extremely Low Probability of Dyslexia
age,eddiq,908,121,118 - 124,117 - 125,92,Well Above Average,Extremely Low Probability of Dyslexia
age,eddiq,909,121,118 - 124,117 - 125,92,Well Above Average,Extremely Low Probability of Dyslexia
age,eddiq,910,121,118 - 124,117 - 125,92,Well Above Average,Extremely Low Probability of Dyslexia
age,eddiq,911,121,118 - 124,117 - 125,92,Well Above Average,Extremely Low Probability of Dyslexia
age,eddiq,912,121,118 - 124,117 - 125,92,Well Above Average,Extremely Low Probability of Dyslexia
age,eddiq,913,121,118 - 124,117 - 125,92,Well Above Average,Extremely Low Probability of Dyslexia
age,eddiq,914,121,118 - 124,117 - 125,92,Well Above Average,Extremely Low Probability of Dyslexia
age,eddiq,915,121,118 - 124,117 - 125,92,Well Above Average,Extremely Low Probability of Dyslexia
