test,agemon_min,agemon_max,raw,ss,CI90,CI95,percentile,age_equiv,desc_range
lswe,68,71,31,128,,,97,7:0 to 7:5,Well Above Average
lswe,68,71,32,130,,,98,7:6 to 7:11,Well Above Average
lswe,68,71,33,130,,,98,7:6 to 7:11,Well Above Average
lswe,68,71,34,130,,,98,8:0 to 8:5,Well Above Average
lswe,68,71,35,130,,,98,8:0 to 8:5,Well Above Average
lswe,68,71,36,130,,,98,8:6 to 9:3,Well Above Average
lswe,68,71,37,130,,,98,8:6 to 9:3,Well Above Average
lswe,68,71,38,130,,,98,8:6 to 9:3,Well Above Average
lswe,72,77,0,58,,,0.3,< start age,Significantly Below Average
lswe,72,77,1,60,,,0.4,< start age,Significantly Below Average
lswe,72,77,2,62,,,1,< start age,Significantly Below Average
lswe,72,77,3,64,,,1,< start age,Significantly Below Average
lswe,72,77,4,67,,,1,< start age,Significantly Below Average
lswe,72,77,5,69,,,2,< start age,Significantly Below Average
lswe,72,77,6,71,,,3,< start age,Well Below Average
lswe,72,77,7,73,,,4,< start age,Well Below Average
lswe,72,77,8,75,,,5,< start age,Well Below Average
lswe,72,77,9,78,,,7,< start age,Well Below Average
lswe,72,77,10,80,,,9,5:0 to 5:3,Below Average
lswe,72,77,11,82,,,12,5:0 to 5:3,Below Average
lswe,72,77,12,84,,,14,5:0 to 5:3,Below Average
lswe,72,77,13,86,,,18,5:4 to 5:7,Below Average
lswe,72,77,14,88,,,21,5:4 to 5:7,Below Average
lswe,72,77,15,90,,,25,5:4 to 5:7,Average
lswe,72,77,16,92,,,30,5:8 to 5:11,Average
lswe,72,77,17,94,,,34,5:8 to 5:11,Average
lswe,72,77,18,96,,,39,5:8 to 5:11,Average
lswe,72,77,19,99,,,47,6:0 to 6:5,Average
lswe,72,77,20,101,,,53,6:0 to 6:5,Average
lswe,72,77,21,103,,,58,6:0 to 6:5,Average
lswe,72,77,22,104,,,61,6:0 to 6:5,Average
lswe,72,77,23,106,,,66,6:6 to 6:11,Average
lswe,72,77,24,108,,,70,6:6 to 6:11,Average
lswe,72,77,25,110,,,75,6:6 to 6:11,Above Average
lswe,72,77,26,112,,,79,6:6 to 6:11,Above Average
lswe,72,77,27,114,,,82,6:6 to 6:11,Above Average
lswe,72,77,28,116,,,86,7:0 to 7:5,Above Average
lswe,72,77,29,117,,,87,7:0 to 7:5,Above Average
lswe,72,77,30,119,,,90,7:0 to 7:5,Above Average
lswe,72,77,31,121,,,92,7:0 to 7:5,Well Above Average
lswe,72,77,32,123,,,94,7:6 to 7:11,Well Above Average
lswe,72,77,33,124,,,95,7:6 to 7:11,Well Above Average
lswe,72,77,34,126,,,96,8:0 to 8:5,Well Above Average
lswe,72,77,35,127,,,96,8:0 to 8:5,Well Above Average
lswe,72,77,36,129,,,97,8:6 to 9:3,Well Above Average
lswe,72,77,37,130,,,98,8:6 to 9:3,Well Above Average
lswe,72,77,38,130,,,98,8:6 to 9:3,Well Above Average
lswe,78,83,0,55,,,0.1,< start age,Significantly Below Average
lswe,78,83,1,56,,,0.2,< start age,Significantly Below Average
lswe,78,83,2,58,,,0.3,< start age,Significantly Below Average
lswe,78,83,3,60,,,0.4,< start age,Significantly Below Average
lswe,78,83,4,62,,,1,< start age,Significantly Below Average
lswe,78,83,5,64,,,1,< start age,Significantly Below Average
lswe,78,83,6,66,,,1,< start age,Significantly Below Average
lswe,78,83,7,67,,,1,< start age,Significantly Below Average
lswe,78,83,8,69,,,2,< start age,Significantly Below Average
lswe,78,83,9,71,,,3,< start age,Well Below Average
lswe,78,83,10,73,,,4,5:0 to 5:3,Well Below Average
lswe,78,83,11,75,,,5,5:0 to 5:3,Well Below Average
lswe,78,83,12,77,,,6,5:0 to 5:3,Well Below Average
lswe,78,83,13,78,,,7,5:4 to 5:7,Well Below Average
lswe,78,83,14,80,,,9,5:4 to 5:7,Below Average
lswe,78,83,15,82,,,12,5:4 to 5:7,Below Average
lswe,78,83,16,84,,,14,5:8 to 5:11,Below Average
lswe,78,83,17,86,,,18,5:8 to 5:11,Below Average
lswe,78,83,18,88,,,21,5:8 to 5:11,Below Average
lswe,78,83,19,90,,,25,6:0 to 6:5,Average
lswe,78,83,20,91,,,27,6:0 to 6:5,Average
lswe,78,83,21,93,,,32,6:0 to 6:5,Average
lswe,78,83,22,95,,,37,6:0 to 6:5,Average
lswe,78,83,23,97,,,42,6:6 to 6:11,Average
lswe,78,83,24,99,,,47,6:6 to 6:11,Average
lswe,78,83,25,101,,,53,6:6 to 6:11,Average
lswe,78,83,26,103,,,58,6:6 to 6:11,Average
lswe,78,83,27,105,,,63,6:6 to 6:11,Average
lswe,78,83,28,107,,,68,7:0 to 7:5,Average
lswe,78,83,29,109,,,73,7:0 to 7:5,Average
lswe,78,83,30,111,,,77,7:0 to 7:5,Above Average
lswe,78,83,31,112,,,79,7:0 to 7:5,Above Average
lswe,78,83,32,114,,,82,7:6 to 7:11,Above Average
lswe,78,83,33,116,,,86,7:6 to 7:11,Above Average
lswe,78,83,34,118,,,88,8:0 to 8:5,Above Average
lswe,78,83,35,120,,,91,8:0 to 8:5,Well Above Average
lswe,78,83,36,122,,,93,8:6 to 9:3,Well Above Average
lswe,78,83,37,123,,,94,8:6 to 9:3,Well Above Average
lswe,78,83,38,125,,,95,8:6 to 9:3,Well Above Average
lswe,84,89,0,51,,,0.1,< start age,Significantly Below Average
lswe,84,89,1,53,,,0.1,< start age,Significantly Below Average
lswe,84,89,2,54,,,0.1,< start age,Significantly Below Average
lswe,84,89,3,56,,,0.2,< start age,Significantly Below Average
lswe,84,89,4,57,,,0.2,< start age,Significantly Below Average
lswe,84,89,5,59,,,0.3,< start age,Significantly Below Average
lswe,84,89,6,60,,,0.4,< start age,Significantly Below Average
lswe,84,89,7,62,,,1,< start age,Significantly Below Average
lswe,84,89,8,64,,,1,< start age,Significantly Below Average
lswe,84,89,9,65,,,1,< start age,Significantly Below Average
lswe,84,89,10,67,,,1,5:0 to 5:3,Significantly Below Average
lswe,84,89,11,68,,,2,5:0 to 5:3,Significantly Below Average
lswe,84,89,12,70,,,2,5:0 to 5:3,Well Below Average
lswe,84,89,13,71,,,3,5:4 to 5:7,Well Below Average
lswe,84,89,14,73,,,4,5:4 to 5:7,Well Below Average
lswe,84,89,15,74,,,4,5:4 to 5:7,Well Below Average
lswe,84,89,16,76,,,5,5:8 to 5:11,Well Below Average
lswe,84,89,17,78,,,7,5:8 to 5:11,Well Below Average
lswe,84,89,18,79,,,8,5:8 to 5:11,Well Below Average
lswe,84,89,19,81,,,10,6:0 to 6:5,Below Average
lswe,84,89,20,83,,,13,6:0 to 6:5,Below Average
lswe,84,89,21,84,,,14,6:0 to 6:5,Below Average
lswe,84,89,22,86,,,18,6:0 to 6:5,Below Average
lswe,84,89,23,88,,,21,6:6 to 6:11,Below Average
lswe,84,89,24,90,,,25,6:6 to 6:11,Average
lswe,84,89,25,92,,,30,6:6 to 6:11,Average
lswe,84,89,26,94,,,34,6:6 to 6:11,Average
lswe,84,89,27,95,,,37,6:6 to 6:11,Average
lswe,84,89,28,97,,,42,7:0 to 7:5,Average
lswe,84,89,29,99,,,47,7:0 to 7:5,Average
lswe,84,89,30,101,,,53,7:0 to 7:5,Average
lswe,84,89,31,104,,,61,7:0 to 7:5,Average
lswe,84,89,32,106,,,66,7:6 to 7:11,Average
lswe,84,89,33,108,,,70,7:6 to 7:11,Average
lswe,84,89,34,110,,,75,8:0 to 8:5,Above Average
lswe,84,89,35,112,,,79,8:0 to 8:5,Above Average
lswe,84,89,36,115,,,84,8:6 to 9:3,Above Average
lswe,84,89,37,117,,,87,8:6 to 9:3,Above Average
lswe,84,89,38,119,,,90,8:6 to 9:3,Above Average
lswe,90,95,0,48,,,<.1,< start age,Significantly Below Average
lswe,90,95,1,49,,,<.1,< start age,Significantly Below Average
lswe,90,95,2,51,,,0.1,< start age,Significantly Below Average
lswe,90,95,3,52,,,0.1,< start age,Significantly Below Average
lswe,90,95,4,53,,,0.1,< start age,Significantly Below Average
lswe,90,95,5,55,,,0.1,< start age,Significantly Below Average
lswe,90,95,6,56,,,0.2,< start age,Significantly Below Average
lswe,90,95,7,57,,,0.2,< start age,Significantly Below Average
lswe,90,95,8,58,,,0.3,< start age,Significantly Below Average
lswe,90,95,9,60,,,0.4,< start age,Significantly Below Average
lswe,90,95,10,61,,,0.5,5:0 to 5:3,Significantly Below Average
lswe,90,95,11,62,,,1,5:0 to 5:3,Significantly Below Average
lswe,90,95,12,64,,,1,5:0 to 5:3,Significantly Below Average
lswe,90,95,13,65,,,1,5:4 to 5:7,Significantly Below Average
lswe,90,95,14,66,,,1,5:4 to 5:7,Significantly Below Average
lswe,90,95,15,68,,,2,5:4 to 5:7,Significantly Below Average
lswe,90,95,16,69,,,2,5:8 to 5:11,Significantly Below Average
lswe,90,95,17,70,,,2,5:8 to 5:11,Well Below Average
lswe,90,95,18,72,,,3,5:8 to 5:11,Well Below Average
lswe,90,95,19,73,,,4,6:0 to 6:5,Well Below Average
lswe,90,95,20,75,,,5,6:0 to 6:5,Well Below Average
lswe,90,95,21,76,,,5,6:0 to 6:5,Well Below Average
lswe,90,95,22,78,,,7,6:0 to 6:5,Well Below Average
lswe,90,95,23,79,,,8,6:6 to 6:11,Well Below Average
lswe,90,95,24,81,,,10,6:6 to 6:11,Below Average
lswe,90,95,25,82,,,12,6:6 to 6:11,Below Average
lswe,90,95,26,84,,,14,6:6 to 6:11,Below Average
lswe,90,95,27,86,,,18,6:6 to 6:11,Below Average
lswe,90,95,28,88,,,21,7:0 to 7:5,Below Average
lswe,90,95,29,92,,,30,7:0 to 7:5,Average
lswe,90,95,30,94,,,34,7:0 to 7:5,Average
lswe,90,95,31,96,,,39,7:0 to 7:5,Average
lswe,90,95,32,99,,,47,7:6 to 7:11,Average
lswe,90,95,33,101,,,53,7:6 to 7:11,Average
lswe,90,95,34,103,,,58,8:0 to 8:5,Average
lswe,90,95,35,105,,,63,8:0 to 8:5,Average
lswe,90,95,36,107,,,68,8:6 to 9:3,Average
lswe,90,95,37,111,,,77,8:6 to 9:3,Above Average
lswe,90,95,38,116,,,86,8:6 to 9:3,Above Average
lswe,96,101,0,45,,,<.1,< start age,Significantly Below Average
lswe,96,101,1,46,,,<.1,< start age,Significantly Below Average
lswe,96,101,2,47,,,<.1,< start age,Significantly Below Average
lswe,96,101,3,48,,,<.1,< start age,Significantly Below Average
lswe,96,101,4,49,,,<.1,< start age,Significantly Below Average
lswe,96,101,5,50,,,0.1,< start age,Significantly Below Average
lswe,96,101,6,52,,,0.1,< start age,Significantly Below Average
lswe,96,101,7,53,,,0.1,< start age,Significantly Below Average
lswe,96,101,8,54,,,0.1,< start age,Significantly Below Average
lswe,96,101,9,55,,,0.1,< start age,Significantly Below Average
lswe,96,101,10,56,,,0.2,5:0 to 5:3,Significantly Below Average
lswe,96,101,11,57,,,0.2,5:0 to 5:3,Significantly Below Average
lswe,96,101,12,58,,,0.3,5:0 to 5:3,Significantly Below Average
lswe,96,101,13,59,,,0.3,5:4 to 5:7,Significantly Below Average
lswe,96,101,14,60,,,0.4,5:4 to 5:7,Significantly Below Average
lswe,96,101,15,61,,,0.5,5:4 to 5:7,Significantly Below Average
lswe,96,101,16,63,,,1,5:8 to 5:11,Significantly Below Average
lswe,96,101,17,64,,,1,5:8 to 5:11,Significantly Below Average
lswe,96,101,18,65,,,1,5:8 to 5:11,Significantly Below Average
lswe,96,101,19,66,,,1,6:0 to 6:5,Significantly Below Average
lswe,96,101,20,67,,,1,6:0 to 6:5,Significantly Below Average
lswe,96,101,21,69,,,2,6:0 to 6:5,Significantly Below Average
lswe,96,101,22,70,,,2,6:0 to 6:5,Well Below Average
lswe,96,101,23,71,,,3,6:6 to 6:11,Well Below Average
lswe,96,101,24,73,,,4,6:6 to 6:11,Well Below Average
lswe,96,101,25,74,,,4,6:6 to 6:11,Well Below Average
lswe,96,101,26,77,,,6,6:6 to 6:11,Well Below Average
lswe,96,101,27,80,,,9,6:6 to 6:11,Below Average
lswe,96,101,28,83,,,13,7:0 to 7:5,Below Average
lswe,96,101,29,86,,,18,7:0 to 7:5,Below Average
lswe,96,101,30,89,,,23,7:0 to 7:5,Below Average
lswe,96,101,31,92,,,30,7:0 to 7:5,Average
lswe,96,101,32,94,,,34,7:6 to 7:11,Average
lswe,96,101,33,96,,,39,7:6 to 7:11,Average
lswe,96,101,34,98,,,45,8:0 to 8:5,Average
lswe,96,101,35,100,,,50,8:0 to 8:5,Average
lswe,96,101,36,103,,,58,8:6 to 9:3,Average
lswe,96,101,37,107,,,68,8:6 to 9:3,Average
lswe,96,101,38,110,,,75,8:6 to 9:3,Above Average
lswe,102,117,0,41,,,<.1,< start age,Significantly Below Average
lswe,102,117,1,42,,,<.1,< start age,Significantly Below Average
lswe,102,117,2,43,,,<.1,< start age,Significantly Below Average
lswe,102,117,3,44,,,<.1,< start age,Significantly Below Average
lswe,102,117,4,45,,,<.1,< start age,Significantly Below Average
lswe,102,117,5,46,,,<.1,< start age,Significantly Below Average
lswe,102,117,6,46,,,<.1,< start age,Significantly Below Average
lswe,102,117,7,47,,,<.1,< start age,Significantly Below Average
lswe,102,117,8,48,,,<.1,< start age,Significantly Below Average
lswe,102,117,9,49,,,<.1,< start age,Significantly Below Average
lswe,102,117,10,50,,,0.1,5:0 to 5:3,Significantly Below Average
lswe,102,117,11,51,,,0.1,5:0 to 5:3,Significantly Below Average
lswe,102,117,12,52,,,0.1,5:0 to 5:3,Significantly Below Average
lswe,102,117,13,53,,,0.1,5:4 to 5:7,Significantly Below Average
lswe,102,117,14,53,,,0.1,5:4 to 5:7,Significantly Below Average
lswe,102,117,15,54,,,0.1,5:4 to 5:7,Significantly Below Average
lswe,102,117,16,55,,,0.1,5:8 to 5:11,Significantly Below Average
lswe,102,117,17,56,,,0.2,5:8 to 5:11,Significantly Below Average
lswe,102,117,18,57,,,0.2,5:8 to 5:11,Significantly Below Average
lswe,102,117,19,58,,,0.3,6:0 to 6:5,Significantly Below Average
lswe,102,117,20,59,,,0.3,6:0 to 6:5,Significantly Below Average
lswe,102,117,21,60,,,0.4,6:0 to 6:5,Significantly Below Average
lswe,102,117,22,64,,,1,6:0 to 6:5,Significantly Below Average
lswe,102,117,23,66,,,1,6:6 to 6:11,Significantly Below Average
lswe,102,117,24,68,,,2,6:6 to 6:11,Significantly Below Average
lswe,102,117,25,70,,,2,6:6 to 6:11,Well Below Average
lswe,102,117,26,72,,,3,6:6 to 6:11,Well Below Average
lswe,102,117,27,74,,,4,6:6 to 6:11,Well Below Average
lswe,102,117,28,76,,,5,7:0 to 7:5,Well Below Average
lswe,102,117,29,78,,,7,7:0 to 7:5,Well Below Average
lswe,102,117,30,82,,,12,7:0 to 7:5,Below Average
lswe,102,117,31,85,,,16,7:0 to 7:5,Below Average
lswe,102,117,32,88,,,21,7:6 to 7:11,Below Average
lswe,102,117,33,91,,,27,7:6 to 7:11,Average
lswe,102,117,34,94,,,34,8:0 to 8:5,Average
lswe,102,117,35,97,,,42,8:0 to 8:5,Average
lswe,102,117,36,100,,,50,8:6 to 9:3,Average
lswe,102,117,37,102,,,55,8:6 to 9:3,Average
lswe,102,117,38,104,,,61,8:6 to 9:3,Average
esege,60,63,0,85,80 - 90,79 - 91,16,< start age,Below Average
esege,60,63,1,87,82 - 92,81 - 93,19,< start age,Below Average
esege,60,63,2,89,84 - 94,83 - 95,23,< start age,Below Average
esege,60,63,3,91,86 - 96,85 - 97,27,< start age,Average
esege,60,63,4,93,88 - 98,87 - 99,32,< start age,Average
esege,60,63,5,95,90 - 100,89 - 101,37,5:0 to 5:3,Average
esege,60,63,6,97,92 - 102,91 - 103,42,5:0 to 5:3,Average
esege,60,63,7,98,93 - 103,92 - 104,45,5:0 to 5:3,Average
esege,60,63,8,100,95 - 105,94 - 106,50,5:0 to 5:3,Average
esege,60,63,9,102,97 - 107,96 - 108,55,5:0 to 5:3,Average
esege,60,63,10,104,99 - 109,98 - 110,61,5:4 to 5:7,Average
esege,60,63,11,106,101 - 111,100 - 112,66,5:4 to 5:7,Average
esege,60,63,12,108,103 - 113,102 - 114,70,5:4 to 5:7,Average
esege,60,63,13,110,105 - 115,104 - 116,75,5:8 to 5:11,Above Average
esege,60,63,14,113,108 - 118,107 - 119,81,5:8 to 5:11,Above Average
esege,60,63,15,115,110 - 120,109 - 121,84,6:0 to 6:5,Above Average
esege,60,63,16,118,113 - 123,112 - 124,88,6:0 to 6:5,Above Average
esege,60,63,17,120,115 - 125,114 - 126,91,6:0 to 6:5,Well Above Average
esege,60,63,18,123,118 - 128,117 - 129,94,6:6 to 6:11,Well Above Average
esege,60,63,19,126,121 - 130,120 - 130,96,6:6 to 6:11,Well Above Average
esege,60,63,20,129,124 - 130,123 - 130,97,7:0 to 7:5,Well Above Average
esege,60,63,21,130,125 - 130,124 - 130,98,7:6 to 7:11,Well Above Average
esege,60,63,22,130,125 - 130,124 - 130,98,8:0 to 8:5,Well Above Average
esege,60,63,23,130,125 - 130,124 - 130,98,8:6 to 9:3,Well Above Average
esege,60,63,24,130,125 - 130,124 - 130,98,> stop age,Well Above Average
esege,60,63,25,130,125 - 130,124 - 130,98,> stop age,Well Above Average
esege,64,67,0,81,76 - 86,75 - 87,10,< start age,Below Average
esege,64,67,1,83,78 - 88,77 - 89,13,< start age,Below Average
esege,64,67,2,85,80 - 90,79 - 91,16,< start age,Below Average
esege,64,67,3,86,81 - 91,80 - 92,18,< start age,Below Average
esege,64,67,4,88,83 - 93,82 - 94,21,< start age,Below Average
esege,64,67,5,90,85 - 95,84 - 96,25,5:0 to 5:3,Average
esege,64,67,6,91,86 - 96,85 - 97,27,5:0 to 5:3,Average
esege,64,67,7,93,88 - 98,87 - 99,32,5:0 to 5:3,Average
esege,64,67,8,95,90 - 100,89 - 101,37,5:0 to 5:3,Average
esege,64,67,9,97,92 - 102,91 - 103,42,5:0 to 5:3,Average
esege,64,67,10,98,93 - 103,92 - 104,45,5:4 to 5:7,Average
esege,64,67,11,100,95 - 105,94 - 106,50,5:4 to 5:7,Average
esege,64,67,12,103,98 - 108,97 - 109,58,5:4 to 5:7,Average
esege,64,67,13,105,100 - 110,99 - 111,63,5:8 to 5:11,Average
esege,64,67,14,107,102 - 112,101 - 113,68,5:8 to 5:11,Average
esege,64,67,15,109,104 - 114,103 - 115,73,6:0 to 6:5,Average
esege,64,67,16,112,107 - 117,106 - 118,79,6:0 to 6:5,Above Average
esege,64,67,17,115,110 - 120,109 - 121,84,6:0 to 6:5,Above Average
esege,64,67,18,117,112 - 122,111 - 123,87,6:6 to 6:11,Above Average
esege,64,67,19,121,116 - 126,115 - 127,92,6:6 to 6:11,Well Above Average
esege,64,67,20,124,119 - 129,118 - 130,95,7:0 to 7:5,Well Above Average
esege,64,67,21,127,122 - 130,121 - 130,96,7:6 to 7:11,Well Above Average
esege,64,67,22,130,125 - 130,124 - 130,98,8:0 to 8:5,Well Above Average
esege,64,67,23,130,125 - 130,124 - 130,98,8:6 to 9:3,Well Above Average
esege,64,67,24,130,125 - 130,124 - 130,98,> stop age,Well Above Average
esege,64,67,25,130,125 - 130,124 - 130,98,> stop age,Well Above Average
esege,68,71,0,77,72 - 82,71 - 83,6,< start age,Well Below Average
esege,68,71,1,79,74 - 84,73 - 85,8,< start age,Well Below Average
esege,68,71,2,80,75 - 85,74 - 86,9,< start age,Below Average
esege,68,71,3,82,77 - 87,76 - 88,12,< start age,Below Average
esege,68,71,4,83,78 - 88,77 - 89,13,< start age,Below Average
esege,68,71,5,85,80 - 90,79 - 91,16,5:0 to 5:3,Below Average
esege,68,71,6,86,81 - 91,80 - 92,18,5:0 to 5:3,Below Average
esege,68,71,7,88,83 - 93,82 - 94,21,5:0 to 5:3,Below Average
esege,68,71,8,90,85 - 95,84 - 96,25,5:0 to 5:3,Average
esege,68,71,9,92,87 - 97,86 - 98,30,5:0 to 5:3,Average
esege,68,71,10,93,88 - 98,87 - 99,32,5:4 to 5:7,Average
esege,68,71,11,95,90 - 100,89 - 101,37,5:4 to 5:7,Average
esege,68,71,12,97,92 - 102,91 - 103,42,5:4 to 5:7,Average
esege,68,71,13,100,95 - 105,94 - 106,50,5:8 to 5:11,Average
esege,68,71,14,102,97 - 107,96 - 108,55,5:8 to 5:11,Average
esege,68,71,15,104,99 - 109,98 - 110,61,6:0 to 6:5,Average
esege,68,71,16,107,102 - 112,101 - 113,68,6:0 to 6:5,Average
esege,68,71,17,109,104 - 114,103 - 115,73,6:0 to 6:5,Average
esege,68,71,18,112,107 - 117,106 - 118,79,6:6 to 6:11,Above Average
esege,68,71,19,115,110 - 120,109 - 121,84,6:6 to 6:11,Above Average
esege,68,71,20,119,114 - 124,113 - 125,90,7:0 to 7:5,Above Average
esege,68,71,21,122,117 - 127,116 - 128,93,7:6 to 7:11,Well Above Average
esege,68,71,22,126,121 - 130,120 - 130,96,8:0 to 8:5,Well Above Average
esege,68,71,23,130,125 - 130,124 - 130,98,8:6 to 9:3,Well Above Average
esege,68,71,24,130,125 - 130,124 - 130,98,> stop age,Well Above Average
esege,68,71,25,130,125 - 130,124 - 130,98,> stop age,Well Above Average
esege,72,77,0,73,68 - 78,67 - 79,4,< start age,Well Below Average
esege,72,77,1,74,69 - 79,68 - 80,4,< start age,Well Below Average
esege,72,77,2,75,70 - 80,69 - 81,5,< start age,Well Below Average
esege,72,77,3,77,72 - 82,71 - 83,6,< start age,Well Below Average
esege,72,77,4,78,73 - 83,72 - 84,7,< start age,Well Below Average
esege,72,77,5,79,74 - 84,73 - 85,8,5:0 to 5:3,Well Below Average
esege,72,77,6,81,76 - 86,75 - 87,10,5:0 to 5:3,Below Average
esege,72,77,7,83,78 - 88,77 - 89,13,5:0 to 5:3,Below Average
esege,72,77,8,84,79 - 89,78 - 90,14,5:0 to 5:3,Below Average
esege,72,77,9,86,81 - 91,80 - 92,18,5:0 to 5:3,Below Average
esege,72,77,10,88,83 - 93,82 - 94,21,5:4 to 5:7,Below Average
esege,72,77,11,90,85 - 95,84 - 96,25,5:4 to 5:7,Average
esege,72,77,12,92,87 - 97,86 - 98,30,5:4 to 5:7,Average
esege,72,77,13,94,89 - 99,88 - 100,34,5:8 to 5:11,Average
esege,72,77,14,96,91 - 101,90 - 102,39,5:8 to 5:11,Average
esege,72,77,15,98,93 - 103,92 - 104,45,6:0 to 6:5,Average
esege,72,77,16,101,96 - 106,95 - 107,53,6:0 to 6:5,Average
esege,72,77,17,103,98 - 108,97 - 109,58,6:0 to 6:5,Average
esege,72,77,18,106,101 - 111,100 - 112,66,6:6 to 6:11,Average
esege,72,77,19,110,105 - 115,104 - 116,75,6:6 to 6:11,Above Average
esege,72,77,20,113,108 - 118,107 - 119,81,7:0 to 7:5,Above Average
esege,72,77,21,117,112 - 122,111 - 123,87,7:6 to 7:11,Above Average
esege,72,77,22,121,116 - 126,115 - 127,92,8:0 to 8:5,Well Above Average
esege,72,77,23,126,121 - 130,120 - 130,96,8:6 to 9:3,Well Above Average
esege,72,77,24,130,125 - 130,124 - 130,98,> stop age,Well Above Average
esege,72,77,25,130,125 - 130,124 - 130,98,> stop age,Well Above Average
esege,78,83,0,67,62 - 72,61 - 73,1,< start age,Significantly Below Average
esege,78,83,1,69,64 - 74,63 - 75,2,< start age,Significantly Below Average
esege,78,83,2,70,65 - 75,64 - 76,2,< start age,Well Below Average
esege,78,83,3,71,66 - 76,65 - 77,3,< start age,Well Below Average
esege,78,83,4,72,67 - 77,66 - 78,3,< start age,Well Below Average
esege,78,83,5,74,69 - 79,68 - 80,4,5:0 to 5:3,Well Below Average
esege,78,83,6,75,70 - 80,69 - 81,5,5:0 to 5:3,Well Below Average
esege,78,83,7,77,72 - 82,71 - 83,6,5:0 to 5:3,Well Below Average
esege,78,83,8,78,73 - 83,72 - 84,7,5:0 to 5:3,Well Below Average
esege,78,83,9,80,75 - 85,74 - 86,9,5:0 to 5:3,Below Average
esege,78,83,10,82,77 - 87,76 - 88,12,5:4 to 5:7,Below Average
esege,78,83,11,83,78 - 88,77 - 89,13,5:4 to 5:7,Below Average
esege,78,83,12,85,80 - 90,79 - 91,16,5:4 to 5:7,Below Average
esege,78,83,13,87,82 - 92,81 - 93,19,5:8 to 5:11,Below Average
esege,78,83,14,90,85 - 95,84 - 96,25,5:8 to 5:11,Average
esege,78,83,15,92,87 - 97,86 - 98,30,6:0 to 6:5,Average
esege,78,83,16,94,89 - 99,88 - 100,34,6:0 to 6:5,Average
esege,78,83,17,97,92 - 102,91 - 103,42,6:0 to 6:5,Average
esege,78,83,18,100,95 - 105,94 - 106,50,6:6 to 6:11,Average
esege,78,83,19,103,98 - 108,97 - 109,58,6:6 to 6:11,Average
esege,78,83,20,106,101 - 111,100 - 112,66,7:0 to 7:5,Average
esege,78,83,21,111,106 - 116,105 - 117,77,7:6 to 7:11,Above Average
esege,78,83,22,116,111 - 121,110 - 122,86,8:0 to 8:5,Above Average
esege,78,83,23,121,116 - 126,115 - 127,92,8:6 to 9:3,Well Above Average
esege,78,83,24,125,120 - 130,119 - 130,95,> stop age,Well Above Average
esege,78,83,25,130,125 - 130,124 - 130,98,> stop age,Well Above Average
esege,84,89,0,63,58 - 68,57 - 69,1,< start age,Significantly Below Average
esege,84,89,1,64,59 - 69,58 - 70,1,< start age,Significantly Below Average
esege,84,89,2,65,60 - 70,59 - 71,1,< start age,Significantly Below Average
esege,84,89,3,66,61 - 71,60 - 72,1,< start age,Significantly Below Average
esege,84,89,4,68,63 - 73,62 - 74,2,< start age,Significantly Below Average
esege,84,89,5,69,64 - 74,63 - 75,2,5:0 to 5:3,Significantly Below Average
esege,84,89,6,70,65 - 75,64 - 76,2,5:0 to 5:3,Well Below Average
esege,84,89,7,72,67 - 77,66 - 78,3,5:0 to 5:3,Well Below Average
esege,84,89,8,73,68 - 78,67 - 79,4,5:0 to 5:3,Well Below Average
esege,84,89,9,75,70 - 80,69 - 81,5,5:0 to 5:3,Well Below Average
esege,84,89,10,76,71 - 81,70 - 82,5,5:4 to 5:7,Well Below Average
esege,84,89,11,78,73 - 83,72 - 84,7,5:4 to 5:7,Well Below Average
esege,84,89,12,80,75 - 85,74 - 86,9,5:4 to 5:7,Below Average
esege,84,89,13,82,77 - 87,76 - 88,12,5:8 to 5:11,Below Average
esege,84,89,14,84,79 - 89,78 - 90,14,5:8 to 5:11,Below Average
esege,84,89,15,86,81 - 91,80 - 92,18,6:0 to 6:5,Below Average
esege,84,89,16,89,84 - 94,83 - 95,23,6:0 to 6:5,Below Average
esege,84,89,17,91,86 - 96,85 - 97,27,6:0 to 6:5,Average
esege,84,89,18,94,89 - 99,88 - 100,34,6:6 to 6:11,Average
esege,84,89,19,97,92 - 102,91 - 103,42,6:6 to 6:11,Average
esege,84,89,20,101,96 - 106,95 - 107,53,7:0 to 7:5,Average
esege,84,89,21,106,101 - 111,100 - 112,66,7:6 to 7:11,Average
esege,84,89,22,111,106 - 116,105 - 117,77,8:0 to 8:5,Above Average
esege,84,89,23,116,111 - 121,110 - 122,86,8:6 to 9:3,Above Average
esege,84,89,24,121,116 - 126,115 - 127,92,> stop age,Well Above Average
esege,84,89,25,126,121 - 130,120 - 130,96,> stop age,Well Above Average
esege,90,95,0,59,54 - 64,53 - 65,0.3,< start age,Significantly Below Average
esege,90,95,1,60,55 - 65,54 - 66,0.4,< start age,Significantly Below Average
esege,90,95,2,61,56 - 66,55 - 67,0.5,< start age,Significantly Below Average
esege,90,95,3,62,57 - 67,56 - 68,1,< start age,Significantly Below Average
esege,90,95,4,63,58 - 68,57 - 69,1,< start age,Significantly Below Average
esege,90,95,5,65,60 - 70,59 - 71,1,5:0 to 5:3,Significantly Below Average
esege,90,95,6,66,61 - 71,60 - 72,1,5:0 to 5:3,Significantly Below Average
