norm_group,score,raw,ss,CI90,CI95,percentile,desc_range,prob
age,rcq1,138,67,62 - 72,61 - 73,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq1,139,68,63 - 73,62 - 74,2,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq1,140,69,64 - 74,63 - 75,2,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq1,141,69,64 - 74,63 - 75,2,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq1,142,69,64 - 74,63 - 75,2,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq1,143,70,65 - 75,64 - 76,2,Well Below Average,Very High Probability of Dyslexia
age,rcq1,144,70,65 - 75,64 - 76,2,Well Below Average,Very High Probability of Dyslexia
age,rcq1,145,71,66 - 76,65 - 77,3,Well Below Average,Very High Probability of Dyslexia
age,rcq1,146,71,66 - 76,65 - 77,3,Well Below Average,Very High Probability of Dyslexia
age,rcq1,147,72,67 - 77,66 - 78,3,Well Below Average,Very High Probability of Dyslexia
age,rcq1,148,72,67 - 77,66 - 78,3,Well Below Average,Very High Probability of Dyslexia
age,rcq1,149,73,68 - 78,67 - 79,4,Well Below Average,Very High Probability of Dyslexia
age,rcq1,150,73,68 - 78,67 - 79,4,Well Below Average,Very High Probability of Dyslexia
age,rcq1,151,74,69 - 79,68 - 80,4,Well Below Average,Very High Probability of Dyslexia
age,rcq1,152,74,69 - 79,68 - 80,4,Well Below Average,Very High Probability of Dyslexia
age,rcq1,153,75,70 - 80,69 - 81,5,Well Below Average,Very High Probability of Dyslexia
age,rcq1,154,75,70 - 80,69 - 81,5,Well Below Average,Very High Probability of Dyslexia
age,rcq1,155,76,71 - 81,70 - 82,5,Well Below Average,Very High Probability of Dyslexia
age,rcq1,156,76,71 - 81,70 - 82,5,Well Below Average,Very High Probability of Dyslexia
age,rcq1,157,77,72 - 82,71 - 83,6,Well Below Average,Very High Probability of Dyslexia
age,rcq1,158,77,72 - 82,71 - 83,6,Well Below Average,Very High Probability of Dyslexia
age,rcq1,159,78,73 - 83,72 - 84,7,Well Below Average,Very High Probability of Dyslexia
age,rcq1,160,78,73 - 83,72 - 84,7,Well Below Average,Very High Probability of Dyslexia
age,rcq1,161,79,74 - 84,73 - 85,8,Well Below Average,Very High Probability of Dyslexia
age,rcq1,162,79,74 - 84,73 - 85,8,Well Below Average,Very High Probability of Dyslexia
age,rcq1,163,80,75 - 85,74 - 86,9,Below Average,High Probability of Dyslexia
age,rcq1,164,80,75 - 85,74 - 86,9,Below Average,High Probability of Dyslexia
age,rcq1,165,81,76 - 86,75 - 87,10,Below Average,High Probability of Dyslexia
age,rcq1,166,81,76 - 86,75 - 87,10,Below Average,High Probability of Dyslexia
age,rcq1,167,82,77 - 87,76 - 88,12,Below Average,High Probability of Dyslexia
age,rcq1,168,82,77 - 87,76 - 88,12,Below Average,High Probability of Dyslexia
age,rcq1,169,83,78 - 88,77 - 89,13,Below Average,High Probability of Dyslexia
age,rcq1,170,83,78 - 88,77 - 89,13,Below Average,High Probability of Dyslexia
age,rcq1,171,84,79 - 89,78 - 90,14,Below Average,High Probability of Dyslexia
age,rcq1,172,84,79 - 89,78 - 90,14,Below Average,High Probability of Dyslexia
age,rcq1,173,85,80 - 90,79 - 91,16,Below Average,High Probability of Dyslexia
age,rcq1,174,85,80 - 90,79 - 91,16,Below Average,High Probability of Dyslexia
age,rcq1,175,86,81 - 91,80 - 92,18,Below Average,High Probability of Dyslexia
age,rcq1,176,86,81 - 91,80 - 92,18,Below Average,High Probability of Dyslexia
age,rcq1,177,87,82 - 92,81 - 93,19,Below Average,High Probability of Dyslexia
age,rcq1,178,87,82 - 92,81 - 93,19,Below Average,High Probability of Dyslexia
age,rcq1,179,88,83 - 93,82 - 94,21,Below Average,High Probability of Dyslexia
age,rcq1,180,88,83 - 93,82 - 94,21,Below Average,High Probability of Dyslexia
age,rcq1,181,89,84 - 94,83 - 95,23,Below Average,High Probability of Dyslexia
age,rcq1,182,90,85 - 95,84 - 96,25,Average,Low to Moderate Probability of Dyslexia
age,rcq1,183,90,85 - 95,84 - 96,25,Average,Low to Moderate Probability of Dyslexia
age,rcq1,184,91,86 - 96,85 - 97,27,Average,Low to Moderate Probability of Dyslexia
age,rcq1,185,91,86 - 96,85 - 97,27,Average,Low to Moderate Probability of Dyslexia
age,rcq1,186,92,87 - 97,86 - 98,30,Average,Low to Moderate Probability of Dyslexia
age,rcq1,187,92,87 - 97,86 - 98,30,Average,Low to Moderate Probability of Dyslexia
age,rcq1,188,93,88 - 98,87 - 99,32,Average,Low to Moderate Probability of Dyslexia
age,rcq1,189,93,88 - 98,87 - 99,32,Average,Low to Moderate Probability of Dyslexia
age,rcq1,190,94,89 - 99,88 - 100,34,Average,Low to Moderate Probability of Dyslexia
age,rcq1,191,94,89 - 99,88 - 100,34,Average,Low to Moderate Probability of Dyslexia
age,rcq1,192,95,90 - 100,89 - 101,37,Average,Low to Moderate Probability of Dyslexia
age,rcq1,193,96,91 - 101,90 - 102,39,Average,Low to Moderate Probability of Dyslexia
age,rcq1,194,96,91 - 101,90 - 102,39,Average,Low to Moderate Probability of Dyslexia
age,rcq1,195,97,92 - 102,91 - 103,42,Average,Low to Moderate Probability of Dyslexia
age,rcq1,196,97,92 - 102,91 - 103,42,Average,Low to Moderate Probability of Dyslexia
age,rcq1,197,98,93 - 103,92 - 104,45,Average,Low to Moderate Probability of Dyslexia
age,rcq1,198,98,93 - 103,92 - 104,45,Average,Low to Moderate Probability of Dyslexia
age,rcq1,199,99,94 - 104,93 - 105,47,Average,Low to Moderate Probability of Dyslexia
age,rcq1,200,100,95 - 105,94 - 106,50,Average,Low to Moderate Probability of Dyslexia
age,rcq1,201,100,95 - 105,94 - 106,50,Average,Low to Moderate Probability of Dyslexia
age,rcq1,202,101,96 - 106,95 - 107,53,Average,Low to Moderate Probability of Dyslexia
age,rcq1,203,101,96 - 106,95 - 107,53,Average,Low to Moderate Probability of Dyslexia
age,rcq1,204,102,97 - 107,96 - 108,55,Average,Low to Moderate Probability of Dyslexia
age,rcq1,205,103,98 - 108,97 - 109,58,Average,Low to Moderate Probability of Dyslexia
age,rcq1,206,103,98 - 108,97 - 109,58,Average,Low to Moderate Probability of Dyslexia
age,rcq1,207,104,99 - 109,98 - 110,61,Average,Low to Moderate Probability of Dyslexia
age,rcq1,208,104,99 - 109,98 - 110,61,Average,Low to Moderate Probability of Dyslexia
age,rcq1,209,105,100 - 110,99 - 111,63,Average,Low to Moderate Probability of Dyslexia
age,rcq1,210,106,101 - 111,100 - 112,66,Average,Low to Moderate Probability of Dyslexia
age,rcq1,211,106,101 - 111,100 - 112,66,Average,Low to Moderate Probability of Dyslexia
age,rcq1,212,107,102 - 112,101 - 113,68,Average,Low to Moderate Probability of Dyslexia
age,rcq1,213,107,102 - 112,101 - 113,68,Average,Low to Moderate Probability of Dyslexia
age,rcq1,214,108,103 - 113,102 - 114,70,Average,Low to Moderate Probability of Dyslexia
age,rcq1,215,109,104 - 114,103 - 115,73,Average,Low to Moderate Probability of Dyslexia
age,rcq1,216,109,104 - 114,103 - 115,73,Average,Low to Moderate Probability of Dyslexia
age,rcq1,217,110,105 - 115,104 - 116,75,Above Average,Very Low Probability of Dyslexia
age,rcq1,218,110,105 - 115,104 - 116,75,Above Average,Very Low Probability of Dyslexia
age,rcq1,219,111,106 - 116,105 - 117,77,Above Average,Very Low Probability of Dyslexia
age,rcq1,220,112,107 - 117,106 - 118,79,Above Average,Very Low Probability of Dyslexia
age,rcq1,221,112,107 - 117,106 - 118,79,Above Average,Very Low Probability of Dyslexia
age,rcq1,222,113,108 - 118,107 - 119,81,Above Average,Very Low Probability of Dyslexia
age,rcq1,223,113,108 - 118,107 - 119,81,Above Average,Very Low Probability of Dyslexia
age,rcq1,224,114,109 - 119,108 - 120,82,Above Average,Very Low Probability of Dyslexia
age,rcq1,225,115,110 - 120,109 - 121,84,Above Average,Very Low Probability of Dyslexia
age,rcq1,226,115,110 - 120,109 - 121,84,Above Average,Very Low Probability of Dyslexia
age,rcq1,227,116,111 - 121,110 - 122,86,Above Average,Very Low Probability of Dyslexia
age,rcq1,228,117,112 - 122,111 - 123,87,Above Average,Very Low Probability of Dyslexia
age,rcq1,229,117,112 - 122,111 - 123,87,Above Average,Very Low Probability of Dyslexia
age,rcq1,230,118,113 - 123,112 - 124,88,Above Average,Very Low Probability of Dyslexia
age,rcq1,231,119,114 - 124,113 - 125,90,Above Average,Very Low Probability of Dyslexia
age,rcq1,232,119,114 - 124,113 - 125,90,Above Average,Very Low Probability of Dyslexia
age,rcq1,233,120,115 - 125,114 - 126,91,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,234,121,116 - 126,115 - 127,92,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,235,121,116 - 126,115 - 127,92,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,236,122,117 - 127,116 - 128,93,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,237,122,117 - 127,116 - 128,93,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,238,123,118 - 128,117 - 129,94,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,239,124,119 - 129,118 - 130,95,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,240,124,119 - 129,118 - 130,95,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,241,125,120 - 130,119 - 130,95,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,242,126,121 - 130,120 - 130,96,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,243,126,121 - 130,120 - 130,96,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,244,127,122 - 130,121 - 130,96,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,245,128,123 - 130,122 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,246,128,123 - 130,122 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,247,129,124 - 130,123 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,248,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,249,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,250,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,251,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,252,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,253,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,254,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,255,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,256,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,257,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,258,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,259,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq1,260,130,125 - 130,124 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
age,rcq2,80,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,81,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,82,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,83,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,84,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,85,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,86,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,87,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,88,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,89,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,90,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,91,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,92,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,93,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,94,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,95,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,96,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,97,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,98,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,99,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,100,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,101,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,102,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,103,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,104,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,105,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,106,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,107,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,108,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,109,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,110,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,111,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,112,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,113,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,114,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,115,52,50 - 54,49 - 55,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,116,53,51 - 55,50 - 56,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,117,53,51 - 55,50 - 56,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,118,53,51 - 55,50 - 56,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,119,53,51 - 55,50 - 56,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,120,53,51 - 55,50 - 56,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,121,53,51 - 55,50 - 56,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,122,53,51 - 55,50 - 56,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,123,53,51 - 55,50 - 56,0.1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,124,58,56 - 60,55 - 61,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,125,58,56 - 60,55 - 61,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,126,58,56 - 60,55 - 61,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,127,59,57 - 61,56 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,128,59,57 - 61,56 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,129,60,58 - 62,57 - 63,0.4,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,130,61,59 - 63,58 - 64,0.5,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,131,61,59 - 63,58 - 64,0.5,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,132,61,59 - 63,58 - 64,0.5,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,133,61,59 - 63,58 - 64,0.5,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,134,61,59 - 63,58 - 64,0.5,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,135,61,59 - 63,58 - 64,0.5,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,136,64,62 - 66,61 - 67,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,137,65,63 - 67,62 - 68,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,138,65,63 - 67,62 - 68,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,139,66,64 - 68,63 - 69,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,140,67,65 - 69,64 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,141,67,65 - 69,64 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,142,67,65 - 69,64 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,143,68,66 - 70,65 - 71,2,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,144,69,67 - 71,66 - 72,2,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,145,69,67 - 71,66 - 72,2,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,146,69,67 - 71,66 - 72,2,Significantly Below Average,Extremely High Probability of Dyslexia
age,rcq2,147,70,68 - 72,67 - 73,2,Well Below Average,Very High Probability of Dyslexia
