norm_group,test,age_min,age_max,raw,ss,CI90,CI95,percentile,equiv,desc_range
age,LWC,120,125,31,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,32,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,33,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,34,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,35,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,36,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,37,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,38,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,39,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,40,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,41,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,42,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,43,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,44,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,45,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,46,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,47,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,48,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,49,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,50,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,51,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,52,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,53,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,54,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,55,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,56,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,57,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,58,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,59,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,60,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,61,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,62,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,63,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,64,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,65,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,66,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,67,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,68,41,40 - 51,40 - 52,<.1,< Start age,Significantly Below Average
age,LWC,120,125,69,42,40 - 52,40 - 53,<.1,< Start age,Significantly Below Average
age,LWC,120,125,70,43,40 - 53,40 - 54,<.1,< Start age,Significantly Below Average
age,LWC,120,125,71,44,40 - 54,40 - 55,<.1,< Start age,Significantly Below Average
age,LWC,120,125,72,45,40 - 55,40 - 56,<.1,< Start age,Significantly Below Average
age,LWC,120,125,73,45,40 - 55,40 - 56,<.1,< Start age,Significantly Below Average
age,LWC,120,125,74,46,40 - 56,40 - 57,<.1,< Start age,Significantly Below Average
age,LWC,120,125,75,47,40 - 57,40 - 58,<.1,< Start age,Significantly Below Average
age,LWC,120,125,76,48,40 - 58,40 - 59,<.1,< Start age,Significantly Below Average
age,LWC,120,125,77,49,40 - 59,40 - 60,<.1,< Start age,Significantly Below Average
age,LWC,120,125,78,50,40 - 60,40 - 61,0.1,< Start age,Significantly Below Average
age,LWC,120,125,79,51,41 - 61,40 - 62,0.1,< Start age,Significantly Below Average
age,LWC,120,125,80,52,42 - 62,41 - 63,0.1,< Start age,Significantly Below Average
age,LWC,120,125,81,53,43 - 63,42 - 64,0.1,< Start age,Significantly Below Average
age,LWC,120,125,82,54,44 - 64,43 - 65,0.1,< Start age,Significantly Below Average
age,LWC,120,125,83,55,45 - 65,44 - 66,0.1,5:0 to 5:3,Significantly Below Average
age,LWC,120,125,84,56,46 - 66,45 - 67,0.2,5:0 to 5:3,Significantly Below Average
age,LWC,120,125,85,57,47 - 67,46 - 68,0.2,5:0 to 5:3,Significantly Below Average
age,LWC,120,125,86,58,48 - 68,47 - 69,0.3,5:0 to 5:3,Significantly Below Average
age,LWC,120,125,87,59,49 - 69,48 - 70,0.3,5:0 to 5:3,Significantly Below Average
age,LWC,120,125,88,60,50 - 70,49 - 71,0.4,5:0 to 5:3,Significantly Below Average
age,LWC,120,125,89,61,51 - 71,50 - 72,0.5,5:4 to 5:7,Significantly Below Average
age,LWC,120,125,90,62,52 - 72,51 - 73,1,5:4 to 5:7,Significantly Below Average
age,LWC,120,125,91,63,53 - 73,52 - 74,1,5:4 to 5:7,Significantly Below Average
age,LWC,120,125,92,64,54 - 74,53 - 75,1,5:8 to 5:11,Significantly Below Average
age,LWC,120,125,93,65,55 - 75,54 - 76,1,5:8 to 5:11,Significantly Below Average
age,LWC,120,125,94,66,56 - 76,55 - 77,1,5:8 to 5:11,Significantly Below Average
age,LWC,120,125,95,67,57 - 77,56 - 78,1,5:8 to 5:11,Significantly Below Average
age,LWC,120,125,96,68,58 - 78,57 - 79,2,6:0 to 6:3,Significantly Below Average
age,LWC,120,125,97,69,59 - 79,58 - 80,2,6:0 to 6:3,Significantly Below Average
age,LWC,120,125,98,70,60 - 80,59 - 81,2,6:0 to 6:3,Well Below Average
age,LWC,120,125,99,71,61 - 81,60 - 82,3,6:4 to 6:7,Well Below Average
age,LWC,120,125,100,72,62 - 82,61 - 83,3,6:4 to 6:7,Well Below Average
age,LWC,120,125,101,73,63 - 83,62 - 84,4,6:4 to 6:7,Well Below Average
age,LWC,120,125,102,74,64 - 84,63 - 85,4,6:4 to 6:7,Well Below Average
age,LWC,120,125,103,75,65 - 85,64 - 86,5,6:8 to 6:11,Well Below Average
age,LWC,120,125,104,77,67 - 87,66 - 88,6,6:8 to 6:11,Well Below Average
age,LWC,120,125,105,78,68 - 88,67 - 89,7,6:8 to 6:11,Well Below Average
age,LWC,120,125,106,79,69 - 89,68 - 90,8,7:0 to 7:3,Well Below Average
age,LWC,120,125,107,80,70 - 90,69 - 91,9,7:0 to 7:3,Below Average
age,LWC,120,125,108,81,71 - 91,70 - 92,10,7:4 to 7:7,Below Average
age,LWC,120,125,109,82,72 - 92,71 - 93,12,7:4 to 7:7,Below Average
age,LWC,120,125,110,84,74 - 94,73 - 95,14,7:4 to 7:7,Below Average
age,LWC,120,125,111,85,75 - 95,74 - 96,16,7:8 to 7:11,Below Average
age,LWC,120,125,112,86,76 - 96,75 - 97,18,7:8 to 7:11,Below Average
age,LWC,120,125,113,87,77 - 97,76 - 98,19,8:0 to 8:5,Below Average
age,LWC,120,125,114,88,78 - 98,77 - 99,21,8:0 to 8:5,Below Average
age,LWC,120,125,115,90,80 - 100,79 - 101,25,8:0 to 8:5,Average
age,LWC,120,125,116,91,81 - 101,80 - 102,27,8:6 to 8:11,Average
age,LWC,120,125,117,92,82 - 102,81 - 103,30,8:6 to 8:11,Average
age,LWC,120,125,118,93,83 - 103,82 - 104,32,8:6 to 8:11,Average
age,LWC,120,125,119,94,84 - 104,83 - 105,34,9:0 to 9:5,Average
age,LWC,120,125,120,96,86 - 106,85 - 107,39,9:0 to 9:5,Average
age,LWC,120,125,121,97,87 - 107,86 - 108,42,9:6 to 9:11,Average
age,LWC,120,125,122,98,88 - 108,87 - 109,45,9:6 to 9:11,Average
age,LWC,120,125,123,99,89 - 109,88 - 110,47,10:0 to 10:5,Average
age,LWC,120,125,124,101,91 - 111,90 - 112,53,10:0 to 10:5,Average
age,LWC,120,125,125,102,92 - 112,91 - 113,55,10:6 to 10:11,Average
age,LWC,120,125,126,103,93 - 113,92 - 114,58,11:0 to 11:5,Average
age,LWC,120,125,127,104,94 - 114,93 - 115,61,11:6 to 11:11,Average
age,LWC,120,125,128,106,96 - 116,95 - 117,66,13:0 to 13:11,Average
age,LWC,120,125,129,107,97 - 117,96 - 118,68,13:0 to 13:11,Average
age,LWC,120,125,130,108,98 - 118,97 - 119,70,14:0 to 14:11,Average
age,LWC,120,125,131,110,100 - 120,99 - 121,75,14:0 to 14:11,Above Average
age,LWC,120,125,132,111,101 - 121,100 - 122,77,15:0 to 16:11,Above Average
age,LWC,120,125,133,112,102 - 122,101 - 123,79,15:0 to 16:11,Above Average
age,LWC,120,125,134,113,103 - 123,102 - 124,81,15:0 to 16:11,Above Average
age,LWC,120,125,135,115,105 - 125,104 - 126,84,17:0 to 18:11,Above Average
age,LWC,120,125,136,116,106 - 126,105 - 127,86,17:0 to 18:11,Above Average
age,LWC,120,125,137,117,107 - 127,106 - 128,87,17:0 to 18:11,Above Average
age,LWC,120,125,138,119,109 - 129,108 - 130,90,17:0 to 18:11,Above Average
age,LWC,120,125,139,120,110 - 130,109 - 130,91,17:0 to 18:11,Well Above Average
age,LWC,120,125,140,121,111 - 130,110 - 130,92,> stop age,Well Above Average
age,LWC,120,125,141,122,112 - 130,111 - 130,93,> stop age,Well Above Average
age,LWC,120,125,142,124,114 - 130,113 - 130,95,> stop age,Well Above Average
age,LWC,120,125,143,125,115 - 130,114 - 130,95,> stop age,Well Above Average
age,LWC,120,125,144,126,116 - 130,115 - 130,96,> stop age,Well Above Average
age,LWC,120,125,145,127,117 - 130,116 - 130,96,> stop age,Well Above Average
age,LWC,120,125,146,129,119 - 130,118 - 130,97,> stop age,Well Above Average
age,LWC,120,125,147,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,120,125,148,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,120,125,149,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,120,125,150,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,120,125,151,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,120,125,152,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,120,125,153,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,120,125,154,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,120,125,155,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,120,125,156,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,120,125,157,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,120,125,158,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,120,125,159,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,120,125,160,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,120,125,161,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,120,125,162,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,120,125,163,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,120,125,164,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,120,125,165,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,120,125,166,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,120,125,167,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,120,125,168,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,126,131,29,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,30,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,31,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,32,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,33,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,34,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,35,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,36,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,37,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,38,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,39,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,40,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,41,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,42,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,43,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,44,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,45,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,46,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,47,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,48,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,49,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,50,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,51,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,52,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,53,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,54,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,55,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,56,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,57,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,58,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,59,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,60,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,61,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,62,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,63,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,64,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,65,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,66,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,67,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,68,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,69,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,126,131,70,41,40 - 51,40 - 52,<.1,< Start age,Significantly Below Average
age,LWC,126,131,71,42,40 - 52,40 - 53,<.1,< Start age,Significantly Below Average
age,LWC,126,131,72,43,40 - 53,40 - 54,<.1,< Start age,Significantly Below Average
age,LWC,126,131,73,44,40 - 54,40 - 55,<.1,< Start age,Significantly Below Average
age,LWC,126,131,74,45,40 - 55,40 - 56,<.1,< Start age,Significantly Below Average
age,LWC,126,131,75,45,40 - 55,40 - 56,<.1,< Start age,Significantly Below Average
age,LWC,126,131,76,46,40 - 56,40 - 57,<.1,< Start age,Significantly Below Average
age,LWC,126,131,77,47,40 - 57,40 - 58,<.1,< Start age,Significantly Below Average
age,LWC,126,131,78,48,40 - 58,40 - 59,<.1,< Start age,Significantly Below Average
age,LWC,126,131,79,49,40 - 59,40 - 60,<.1,< Start age,Significantly Below Average
age,LWC,126,131,80,50,40 - 60,40 - 61,0.1,< Start age,Significantly Below Average
age,LWC,126,131,81,51,41 - 61,40 - 62,0.1,< Start age,Significantly Below Average
age,LWC,126,131,82,52,42 - 62,41 - 63,0.1,< Start age,Significantly Below Average
age,LWC,126,131,83,53,43 - 63,42 - 64,0.1,5:0 to 5:3,Significantly Below Average
age,LWC,126,131,84,54,44 - 64,43 - 65,0.1,5:0 to 5:3,Significantly Below Average
age,LWC,126,131,85,55,45 - 65,44 - 66,0.1,5:0 to 5:3,Significantly Below Average
age,LWC,126,131,86,56,46 - 66,45 - 67,0.2,5:0 to 5:3,Significantly Below Average
age,LWC,126,131,87,57,47 - 67,46 - 68,0.2,5:0 to 5:3,Significantly Below Average
age,LWC,126,131,88,58,48 - 68,47 - 69,0.3,5:0 to 5:3,Significantly Below Average
age,LWC,126,131,89,59,49 - 69,48 - 70,0.3,5:4 to 5:7,Significantly Below Average
age,LWC,126,131,90,60,50 - 70,49 - 71,0.4,5:4 to 5:7,Significantly Below Average
age,LWC,126,131,91,61,51 - 71,50 - 72,0.5,5:4 to 5:7,Significantly Below Average
age,LWC,126,131,92,62,52 - 72,51 - 73,1,5:8 to 5:11,Significantly Below Average
age,LWC,126,131,93,63,53 - 73,52 - 74,1,5:8 to 5:11,Significantly Below Average
age,LWC,126,131,94,64,54 - 74,53 - 75,1,5:8 to 5:11,Significantly Below Average
age,LWC,126,131,95,65,55 - 75,54 - 76,1,5:8 to 5:11,Significantly Below Average
age,LWC,126,131,96,66,56 - 76,55 - 77,1,6:0 to 6:3,Significantly Below Average
age,LWC,126,131,97,67,57 - 77,56 - 78,1,6:0 to 6:3,Significantly Below Average
age,LWC,126,131,98,68,58 - 78,57 - 79,2,6:0 to 6:3,Significantly Below Average
age,LWC,126,131,99,69,59 - 79,58 - 80,2,6:4 to 6:7,Significantly Below Average
age,LWC,126,131,100,70,60 - 80,59 - 81,2,6:4 to 6:7,Well Below Average
age,LWC,126,131,101,71,61 - 81,60 - 82,3,6:4 to 6:7,Well Below Average
age,LWC,126,131,102,72,62 - 82,61 - 83,3,6:4 to 6:7,Well Below Average
age,LWC,126,131,103,73,63 - 83,62 - 84,4,6:8 to 6:11,Well Below Average
age,LWC,126,131,104,75,65 - 85,64 - 86,5,6:8 to 6:11,Well Below Average
age,LWC,126,131,105,76,66 - 86,65 - 87,5,6:8 to 6:11,Well Below Average
age,LWC,126,131,106,77,67 - 87,66 - 88,6,7:0 to 7:3,Well Below Average
age,LWC,126,131,107,78,68 - 88,67 - 89,7,7:0 to 7:3,Well Below Average
age,LWC,126,131,108,79,69 - 89,68 - 90,8,7:4 to 7:7,Well Below Average
age,LWC,126,131,109,80,70 - 90,69 - 91,9,7:4 to 7:7,Below Average
age,LWC,126,131,110,82,72 - 92,71 - 93,12,7:4 to 7:7,Below Average
age,LWC,126,131,111,83,73 - 93,72 - 94,13,7:8 to 7:11,Below Average
age,LWC,126,131,112,84,74 - 94,73 - 95,14,7:8 to 7:11,Below Average
age,LWC,126,131,113,85,75 - 95,74 - 96,16,8:0 to 8:5,Below Average
age,LWC,126,131,114,86,76 - 96,75 - 97,18,8:0 to 8:5,Below Average
age,LWC,126,131,115,88,78 - 98,77 - 99,21,8:0 to 8:5,Below Average
age,LWC,126,131,116,89,79 - 99,78 - 100,23,8:6 to 8:11,Below Average
age,LWC,126,131,117,90,80 - 100,79 - 101,25,8:6 to 8:11,Average
age,LWC,126,131,118,91,81 - 101,80 - 102,27,8:6 to 8:11,Average
age,LWC,126,131,119,93,83 - 103,82 - 104,32,9:0 to 9:5,Average
age,LWC,126,131,120,94,84 - 104,83 - 105,34,9:0 to 9:5,Average
age,LWC,126,131,121,95,85 - 105,84 - 106,37,9:6 to 9:11,Average
age,LWC,126,131,122,96,86 - 106,85 - 107,39,9:6 to 9:11,Average
age,LWC,126,131,123,98,88 - 108,87 - 109,45,10:0 to 10:5,Average
age,LWC,126,131,124,99,89 - 109,88 - 110,47,10:0 to 10:5,Average
age,LWC,126,131,125,100,90 - 110,89 - 111,50,10:6 to 10:11,Average
age,LWC,126,131,126,102,92 - 112,91 - 113,55,11:0 to 11:5,Average
age,LWC,126,131,127,103,93 - 113,92 - 114,58,11:6 to 11:11,Average
age,LWC,126,131,128,104,94 - 114,93 - 115,61,13:0 to 13:11,Average
age,LWC,126,131,129,105,95 - 115,94 - 116,63,13:0 to 13:11,Average
age,LWC,126,131,130,107,97 - 117,96 - 118,68,14:0 to 14:11,Average
age,LWC,126,131,131,108,98 - 118,97 - 119,70,14:0 to 14:11,Average
age,LWC,126,131,132,109,99 - 119,98 - 120,73,15:0 to 16:11,Average
age,LWC,126,131,133,111,101 - 121,100 - 122,77,15:0 to 16:11,Above Average
age,LWC,126,131,134,112,102 - 122,101 - 123,79,15:0 to 16:11,Above Average
age,LWC,126,131,135,113,103 - 123,102 - 124,81,17:0 to 18:11,Above Average
age,LWC,126,131,136,115,105 - 125,104 - 126,84,17:0 to 18:11,Above Average
age,LWC,126,131,137,116,106 - 126,105 - 127,86,17:0 to 18:11,Above Average
age,LWC,126,131,138,117,107 - 127,106 - 128,87,17:0 to 18:11,Above Average
age,LWC,126,131,139,119,109 - 129,108 - 130,90,17:0 to 18:11,Above Average
age,LWC,126,131,140,120,110 - 130,109 - 130,91,> stop age,Well Above Average
age,LWC,126,131,141,121,111 - 130,110 - 130,92,> stop age,Well Above Average
age,LWC,126,131,142,122,112 - 130,111 - 130,93,> stop age,Well Above Average
age,LWC,126,131,143,124,114 - 130,113 - 130,95,> stop age,Well Above Average
age,LWC,126,131,144,125,115 - 130,114 - 130,95,> stop age,Well Above Average
age,LWC,126,131,145,126,116 - 130,115 - 130,96,> stop age,Well Above Average
age,LWC,126,131,146,128,118 - 130,117 - 130,97,> stop age,Well Above Average
age,LWC,126,131,147,129,119 - 130,118 - 130,97,> stop age,Well Above Average
age,LWC,126,131,148,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,126,131,149,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,126,131,150,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,126,131,151,130,120 - 130,119 - 130,98,> stop age,Well Above Average
